tree_id,site,status,health,root_stone,latitude,longitude
131704,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
62435,Nearby,Alive,Good,No,<40.63000,<-74.07000
529295,Front,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
61254,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
563052,Side,Alive,Good,No,<40.63000,<-74.07000
514135,Nearby,Alive,Good,No,<40.63000,<-74.07000
314731,Nearby,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
227928,Front,Alive,Good,No,<40.63000,<-74.07000
358166,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
392517,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
355187,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
327852,Side,Alive,Good,No,>40.76000,>-73.89000
80580,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
721959,Nearby,Alive,Fair,No,<40.63000,<-74.07000
114568,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
72621,Front,Alive,Poor,No,40.63000...40.76000,>-73.89000
604656,Side,Alive,Fair,Yes,>40.76000,-74.07000...-73.89000
74441,Front,Alive,Good,No,<40.63000,<-74.07000
124835,Nearby,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
619392,Nearby,Alive,Good,No,<40.63000,<-74.07000
45621,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
425353,Front,Alive,Fair,Yes,40.63000...40.76000,-74.07000...-73.89000
559397,Front,Alive,Fair,No,>40.76000,>-73.89000
309351,Side,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
303462,Front,Alive,Good,Yes,>40.76000,>-73.89000
637279,Side,Alive,Good,No,<40.63000,<-74.07000
330428,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
520098,Front,Alive,Good,No,>40.76000,>-73.89000
507435,Front,Alive,Good,No,>40.76000,>-73.89000
9189,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
40679,Nearby,Alive,Fair,No,40.63000...40.76000,>-73.89000
132916,Side,Alive,Good,No,<40.63000,<-74.07000
368503,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
134859,Front,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
125672,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
51868,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
190960,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
208034,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
174538,Side,Alive,Good,No,<40.63000,<-74.07000
361797,Side,Alive,Good,No,>40.76000,-74.07000...-73.89000
287743,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
433643,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
227494,Front,Alive,Good,No,<40.63000,<-74.07000
483455,Front,Alive,Good,No,>40.76000,>-73.89000
270516,Front,Alive,Good,No,<40.63000,<-74.07000
510647,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
69428,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
258385,Front,Alive,Fair,No,>40.76000,>-73.89000
556741,Front,Alive,Good,No,<40.63000,<-74.07000
99167,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
604402,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
226559,Nearby,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
582353,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
76988,Side,Dead,Dead,No,40.63000...40.76000,>-73.89000
630009,Front,Alive,Good,No,>40.76000,>-73.89000
405378,Side,Alive,Good,No,<40.63000,<-74.07000
301884,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
151957,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
457497,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
219226,Front,Alive,Good,No,<40.63000,<-74.07000
291460,Front,Alive,Poor,No,>40.76000,>-73.89000
361697,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
338798,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
59434,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
128895,Side,Alive,Good,No,<40.63000,<-74.07000
576001,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
42567,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
25295,Nearby,Alive,Fair,No,40.63000...40.76000,>-73.89000
50978,Side,Alive,Good,Yes,40.63000...40.76000,>-73.89000
692503,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
81871,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
567337,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
285986,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
224948,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
261976,Front,Alive,Good,No,>40.76000,>-73.89000
473697,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
585639,Nearby,Alive,Fair,No,<40.63000,<-74.07000
197475,Side,Alive,Good,No,>40.76000,>-73.89000
598882,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
224315,Front,Alive,Good,No,<40.63000,<-74.07000
443749,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
37412,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
205737,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
590464,Side,Alive,Good,No,>40.76000,-74.07000...-73.89000
41173,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
23131,Nearby,Alive,Good,No,<40.63000,<-74.07000
324222,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
690015,Front,Alive,Good,No,>40.76000,>-73.89000
375916,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
580626,Front,Alive,Good,No,>40.76000,>-73.89000
10090,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
375829,Front,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
26519,Nearby,Alive,Fair,No,<40.63000,>-73.89000
174824,Nearby,Alive,Good,No,>40.76000,>-73.89000
707244,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
355228,Front,Alive,Good,No,40.63000...40.76000,<-74.07000
469381,Front,Alive,Good,No,<40.63000,<-74.07000
470464,Side,Alive,Good,No,>40.76000,>-73.89000
597368,Front,Alive,Good,Yes,<40.63000,<-74.07000
167631,Front,Alive,Poor,No,40.63000...40.76000,>-73.89000
154705,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
679908,Front,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
19558,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
4799,Side,Alive,Good,No,<40.63000,<-74.07000
516107,Nearby,Alive,Good,No,<40.63000,<-74.07000
513751,Front,Alive,Good,No,<40.63000,<-74.07000
294196,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
284973,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
390317,Front,Alive,Good,No,>40.76000,>-73.89000
500556,Nearby,Alive,Good,No,<40.63000,<-74.07000
327946,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
666557,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
171569,Nearby,Alive,Good,No,>40.76000,-74.07000...-73.89000
135270,Nearby,Alive,Good,No,<40.63000,<-74.07000
309329,Front,Alive,Good,No,>40.76000,>-73.89000
575488,Front,Alive,Good,No,>40.76000,>-73.89000
399313,Front,Alive,Good,No,>40.76000,>-73.89000
515975,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
233035,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
620843,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
666900,Nearby,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
340630,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
11832,Front,Alive,Poor,No,40.63000...40.76000,>-73.89000
718759,Front,Alive,Good,Yes,>40.76000,>-73.89000
15506,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
193655,Front,Alive,Good,No,>40.76000,>-73.89000
112087,Front,Alive,Good,Yes,>40.76000,>-73.89000
318914,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
179925,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
208218,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
546080,Front,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
546287,Front,Alive,Good,No,>40.76000,>-73.89000
468376,Nearby,Stump,Stump,No,40.63000...40.76000,>-73.89000
591055,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
224672,Side,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
181194,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
659066,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
700643,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
371174,Side,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
31159,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
719188,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
615534,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
191278,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
110660,Nearby,Alive,Fair,No,>40.76000,-74.07000...-73.89000
311032,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
408680,Nearby,Alive,Fair,Yes,40.63000...40.76000,-74.07000...-73.89000
77485,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
72564,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
573216,Front,Alive,Good,No,<40.63000,<-74.07000
499421,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
265333,Nearby,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
377998,Nearby,Alive,Good,No,>40.76000,>-73.89000
89454,Nearby,Alive,Good,No,<40.63000,<-74.07000
231385,Nearby,Alive,Good,No,>40.76000,>-73.89000
381377,Side,Alive,Poor,No,<40.63000,>-73.89000
185962,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
670938,Side,Alive,Good,No,>40.76000,>-73.89000
714540,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
147166,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
709724,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
163973,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
521719,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
142444,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
433300,Side,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
343041,Front,Alive,Fair,No,40.63000...40.76000,<-74.07000
372469,Nearby,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
410712,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
355020,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
709948,Front,Alive,Fair,No,<40.63000,-74.07000...-73.89000
39001,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
82256,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
30634,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
145970,Front,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
97157,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
417636,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
266976,Front,Alive,Poor,Yes,40.63000...40.76000,-74.07000...-73.89000
480831,Nearby,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
55880,Front,Alive,Good,No,>40.76000,>-73.89000
647573,Nearby,Alive,Good,No,>40.76000,-74.07000...-73.89000
247585,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
374492,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
438669,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
537799,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
623339,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
131430,Front,Alive,Fair,Yes,<40.63000,-74.07000...-73.89000
397998,Front,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
165866,Nearby,Alive,Fair,No,<40.63000,<-74.07000
526070,Front,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
479759,Front,Alive,Poor,No,<40.63000,<-74.07000
529898,Front,Alive,Fair,No,<40.63000,<-74.07000
501614,Front,Alive,Good,No,<40.63000,<-74.07000
487988,Front,Alive,Fair,Yes,40.63000...40.76000,>-73.89000
249888,Front,Dead,Dead,No,40.63000...40.76000,-74.07000...-73.89000
48768,Front,Alive,Good,No,>40.76000,>-73.89000
3002,Nearby,Alive,Good,No,<40.63000,<-74.07000
455297,Side,Alive,Good,No,<40.63000,<-74.07000
306157,Nearby,Alive,Good,No,<40.63000,<-74.07000
499485,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
344616,Front,Alive,Good,No,>40.76000,>-73.89000
357351,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
632541,Front,Alive,Poor,No,>40.76000,-74.07000...-73.89000
451203,Side,Alive,Good,No,<40.63000,>-73.89000
529986,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
154450,Front,Alive,Good,No,<40.63000,<-74.07000
152138,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
221941,Nearby,Alive,Fair,No,>40.76000,-74.07000...-73.89000
315761,Front,Alive,Good,No,<40.63000,<-74.07000
362942,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
287893,Front,Alive,Good,Yes,<40.63000,<-74.07000
69792,Front,Alive,Poor,No,>40.76000,-74.07000...-73.89000
447556,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
302937,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
134619,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
30421,Front,Alive,Good,No,<40.63000,>-73.89000
442913,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
281969,Front,Alive,Poor,No,<40.63000,<-74.07000
513626,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
714331,Nearby,Alive,Good,No,>40.76000,>-73.89000
501290,Front,Alive,Good,No,<40.63000,>-73.89000
482669,Front,Alive,Good,No,<40.63000,<-74.07000
336459,Side,Alive,Good,Yes,>40.76000,>-73.89000
619959,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
95088,Front,Alive,Good,No,>40.76000,>-73.89000
334201,Front,Alive,Good,No,<40.63000,<-74.07000
511331,Nearby,Alive,Fair,No,<40.63000,-74.07000...-73.89000
654131,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
560880,Front,Alive,Good,No,<40.63000,<-74.07000
252519,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
321640,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
556186,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
375015,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
58840,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
197312,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
218736,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
328665,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
608708,Side,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
72210,Side,Alive,Good,No,<40.63000,<-74.07000
530703,Nearby,Alive,Good,No,>40.76000,>-73.89000
490033,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
717064,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
691355,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
149409,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
721234,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
92462,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
586855,Front,Alive,Good,No,<40.63000,<-74.07000
380300,Side,Alive,Good,No,<40.63000,-74.07000...-73.89000
347358,Side,Alive,Good,Yes,>40.76000,>-73.89000
500114,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
234489,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
670539,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
575107,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
192232,Front,Alive,Good,No,>40.76000,>-73.89000
334476,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
145484,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
278685,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
477160,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
613376,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
698300,Side,Stump,Stump,No,>40.76000,-74.07000...-73.89000
203596,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
26716,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
618773,Front,Alive,Good,No,40.63000...40.76000,<-74.07000
291075,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
128580,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
274410,Front,Alive,Poor,No,<40.63000,<-74.07000
374818,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
72738,Front,Alive,Fair,No,<40.63000,<-74.07000
267564,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
610844,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
440084,Front,Alive,Good,Yes,<40.63000,<-74.07000
355457,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
664794,Side,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
393712,Nearby/Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
571419,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
418781,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
177897,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
30565,Nearby,Alive,Good,No,<40.63000,<-74.07000
378804,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
401113,Side,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
444305,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
681664,Nearby,Alive,Fair,No,>40.76000,>-73.89000
399334,Front,Alive,Fair,Yes,40.63000...40.76000,-74.07000...-73.89000
544835,Nearby/Side,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
344340,Nearby,Alive,Good,No,>40.76000,-74.07000...-73.89000
194833,Front,Alive,Good,No,>40.76000,>-73.89000
401448,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
685648,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
325432,Front,Alive,Fair,No,>40.76000,>-73.89000
501205,Front,Alive,Good,No,<40.63000,<-74.07000
161627,Front,Alive,Good,No,>40.76000,>-73.89000
503037,Front,Alive,Fair,No,>40.76000,>-73.89000
562160,Front,Alive,Good,No,<40.63000,<-74.07000
531397,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
420602,Front,Alive,Good,No,>40.76000,>-73.89000
690644,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
262507,Front,Alive,Good,No,<40.63000,>-73.89000
548246,Front,Alive,Good,No,<40.63000,<-74.07000
48720,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
449784,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
122864,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
330846,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
521198,Nearby,Alive,Fair,No,40.63000...40.76000,>-73.89000
712528,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
329702,Front,Alive,Good,No,<40.63000,<-74.07000
480692,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
315630,Front,Alive,Fair,Yes,40.63000...40.76000,-74.07000...-73.89000
694467,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
612093,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
471118,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
707588,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
125937,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
702263,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
672228,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
355262,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
591443,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
561462,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
408175,Front,Alive,Good,Yes,>40.76000,>-73.89000
402414,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
177667,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
677896,Front,Alive,Good,No,>40.76000,>-73.89000
501039,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
239924,Nearby,Alive,Fair,No,40.63000...40.76000,>-73.89000
575529,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
43162,Nearby/Side,Alive,Poor,No,>40.76000,-74.07000...-73.89000
248528,Nearby,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
378477,Nearby,Alive,Good,No,>40.76000,>-73.89000
512654,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
452303,Front,Alive,Fair,No,>40.76000,>-73.89000
475506,Front,Alive,Good,No,<40.63000,>-73.89000
250810,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
546116,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
206071,Nearby,Dead,Dead,No,>40.76000,-74.07000...-73.89000
392430,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
455986,Side,Alive,Good,No,<40.63000,<-74.07000
67288,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
175395,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
567471,Front,Alive,Good,No,>40.76000,>-73.89000
120551,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
661776,Nearby,Alive,Good,No,>40.76000,-74.07000...-73.89000
429820,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
412545,Side,Dead,Dead,No,>40.76000,-74.07000...-73.89000
239684,Side,Alive,Good,No,>40.76000,>-73.89000
227014,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
610446,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
227453,Side,Alive,Good,No,>40.76000,>-73.89000
157582,Front,Dead,Dead,No,<40.63000,-74.07000...-73.89000
254910,Front,Alive,Good,No,<40.63000,<-74.07000
342018,Front,Alive,Poor,No,>40.76000,-74.07000...-73.89000
289237,Side,Alive,Good,No,>40.76000,-74.07000...-73.89000
167428,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
419632,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
50209,Nearby,Alive,Good,No,>40.76000,>-73.89000
512633,Nearby,Alive,Good,No,>40.76000,-74.07000...-73.89000
471607,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
179582,Side,Alive,Good,No,<40.63000,-74.07000...-73.89000
312240,Front,Alive,Good,No,>40.76000,>-73.89000
501118,Nearby,Alive,Good,No,>40.76000,>-73.89000
399549,Front,Alive,Fair,No,<40.63000,<-74.07000
512063,Side,Alive,Fair,No,40.63000...40.76000,>-73.89000
450876,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
291721,Nearby,Alive,Good,No,<40.63000,<-74.07000
490762,Front,Alive,Good,No,40.63000...40.76000,<-74.07000
421185,Nearby,Alive,Good,No,>40.76000,>-73.89000
232793,Front,Alive,Good,No,>40.76000,>-73.89000
214815,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
454281,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
635061,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
296179,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
665996,Side,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
121424,Front,Alive,Good,Yes,<40.63000,>-73.89000
133608,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
609326,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
72721,Front,Alive,Good,No,<40.63000,<-74.07000
26590,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
627018,Front,Stump,Stump,No,>40.76000,>-73.89000
357972,Front,Alive,Good,No,>40.76000,>-73.89000
490513,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
619595,Front,Alive,Fair,No,>40.76000,>-73.89000
275634,Front,Alive,Good,No,<40.63000,<-74.07000
462447,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
614851,Nearby,Alive,Good,No,>40.76000,-74.07000...-73.89000
337356,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
433085,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
569128,Nearby,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
265279,Front,Alive,Good,Yes,>40.76000,>-73.89000
557124,Side,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
311480,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
684731,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
574139,Side,Alive,Good,Yes,<40.63000,<-74.07000
421289,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
691800,Nearby,Alive,Good,No,>40.76000,>-73.89000
17752,Nearby/Side,Dead,Dead,No,<40.63000,>-73.89000
545576,Front,Alive,Good,No,>40.76000,>-73.89000
319973,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
215398,Front,Alive,Fair,No,>40.76000,>-73.89000
503980,Nearby,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
95630,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
66355,Side,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
645314,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
407214,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
632644,Front,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
64034,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
221140,Front,Alive,Fair,No,<40.63000,<-74.07000
521167,Side,Alive,Good,No,<40.63000,<-74.07000
487941,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
608564,Nearby,Alive,Good,Yes,40.63000...40.76000,>-73.89000
581189,Front,Alive,Good,No,>40.76000,>-73.89000
362110,Front,Alive,Good,No,>40.76000,>-73.89000
659487,Front,Alive,Good,No,>40.76000,>-73.89000
425461,Front,Alive,Good,No,>40.76000,>-73.89000
367279,Front,Alive,Fair,No,<40.63000,>-73.89000
173084,Nearby,Alive,Good,No,<40.63000,<-74.07000
496631,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
615421,Front,Alive,Good,No,>40.76000,>-73.89000
225543,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
621278,Front,Alive,Poor,No,40.63000...40.76000,-74.07000...-73.89000
194469,Side,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
339281,Front,Alive,Fair,Yes,40.63000...40.76000,-74.07000...-73.89000
420048,Front,Alive,Poor,No,<40.63000,<-74.07000
209324,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
57841,Side,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
319791,Nearby,Alive,Good,No,>40.76000,>-73.89000
335006,Side,Alive,Fair,No,40.63000...40.76000,>-73.89000
206728,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
